Category,Original Message,Message 1,Message 2,Message 3,Message 4,Message 5
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,"Urgent Message: Dave, this is your last reminder to claim your 4-star Tenerife Holiday or a ?000 CASH prize! Dial 09061743806 from your landline to take action. Terms and conditions apply. Please send a self-addressed envelope to Box326, CW25WX. Standard rate of 150ppm.","Important Notice for Dave: This is your final opportunity to redeem your 4-star Tenerife Holiday or a ?000 CASH reward! Make the call from your landline to 09061743806 now. Remember to review the terms and conditions. For further information, send a self-addressed envelope to Box326, CW25WX. Calls are charged at 150ppm.","Dave, don't miss out! This is your last chance to claim your 4-star Tenerife Holiday or a ?000 CASH prize! Call us from your landline at 09061743806. Ensure you understand the terms and conditions. To receive additional details, send an envelope with your address to Box326, CW25WX. Calls cost 150ppm.","Final Reminder for Dave: Act now to secure your 4-star Tenerife Holiday or a ?000 CASH award! Dial 09061743806 using your landline. Be sure to read the terms and conditions. If you need more information, send an envelope with your address to Box326, CW25WX. Calls are charged at 150ppm.","Attention, Dave: This is your ultimate notice to claim your 4-star Tenerife Holiday or a ?000 CASH prize! Pick up your landline and call 09061743806 immediately. Review the terms and conditions for full details. To request additional information, send a self-addressed envelope to Box326, CW25WX. Standard rate of 150ppm applies."
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,"Seeking an exciting evening? Interested in discovering genuine Dogging spots sent straight to your mobile? Become part of the UK's biggest Dogging Network by texting MOAN to 69888Nyt. Charges: 31p per message, standard network rates apply.","Looking for an adventurous night out? Want to explore authentic Dogging locations sent directly to your phone? Join the largest Dogging Network in the UK by texting MOAN to 69888Nyt. Cost: 31p per message, plus your standard network charges.","Ready for an exciting night? Eager to receive real Dogging locations directly on your mobile? Join the UK's premier Dogging Network by texting MOAN to 69888Nyt. Message fees: 31p, standard network rates may apply.","Interested in a thrilling evening? Want to discover legitimate Dogging spots sent right to your device? Be part of the UK's leading Dogging Network by texting MOAN to 69888Nyt. Message cost: 31p per message, plus standard network charges.","Seeking an adventurous night out? Curious about finding authentic Dogging locations sent to your phone? Join the UK's top Dogging Network by texting MOAN to 69888Nyt. Message rate: 31p, standard network fees may apply."
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","Unlock your 500 FREE Text Messages! Simply reply with the word FREE to activate. For full terms & conditions, visit www.07781482378.com.",Don't miss out on 500 FREE Text Messages! Respond with the word FREE to activate this offer. Check www.07781482378.com for detailed terms & conditions.,Get 500 FREE Text Messages now! Just reply with the word FREE to activate. Visit www.07781482378.com for complete terms & conditions.,Claim your 500 FREE Text Messages! Reply with the word FREE to activate this special offer. Find the terms & conditions at www.07781482378.com.,Your 500 FREE Text Messages are waiting! Reply with FREE to activate. Explore full terms & conditions at www.07781482378.com.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Great news! You've earned a special one-year cinema pass for two people to celebrate your achievement. Dial 09061209465 now to claim it! Enjoy complimentary access to hit movies like C Suprman V, Matrix3, StarWars3, and more. The code for access is bx420-ip4-5we. Message charges apply at 150p. Don't let this opportunity slip away!","Congratulations on winning a one-year cinema pass for two! To redeem it, call 09061209465 immediately. Get ready to watch blockbuster movies such as C Suprman V, Matrix3, StarWars3, and more�all for FREE! The code for access is bx420-ip4-5we. Message rate is 150p. Ensure you don't miss out on this fantastic offer!","You've hit the jackpot with a one-year cinema pass for two! Make the most of it by dialing 09061209465 now. Dive into the world of top movies like C Suprman V, Matrix3, StarWars3, and others without any cost! Just enter the code bx420-ip4-5we for access. Message charges apply at 150p. Secure your entertainment today!","It's time to celebrate! You've won a special one-year cinema pass for two. Grab your phone and call 09061209465 to claim it. Experience the excitement of watching blockbuster movies like C Suprman V, Matrix3, StarWars3, and more�all at no cost! Use access code bx420-ip4-5we. Message rate is 150p. Act now to seize this incredible opportunity!","Your achievement has earned you a one-year special cinema pass for two. Waste no time�call 09061209465 to unlock this fantastic offer. Dive into the world of blockbuster movies, including C Suprman V, Matrix3, StarWars3, and others, all for FREE! Access code: bx420-ip4-5we. Message charges apply at 150p. Don't let this chance slip away!"
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","Your chance to win is guaranteed! You have the opportunity to receive the latest Nokia Phone, a 40GB iPod MP3 player, or even a ?00 cash prize. To claim your prize, simply text ""COLLECT"" to 83355. This exclusive offer is brought to you by IBH Ltd in London. Standard message rates of 150p per message received apply. Act now!","We're here to ensure you win! You are eligible to receive the latest Nokia Phone, a 40GB iPod MP3 player, or a ?00 cash prize�guaranteed. All it takes is a text with the word ""COLLECT"" to 83355. This fantastic offer is presented by IBH Ltd in London. Message charges are 150p per message received. Seize this opportunity today!","Your victory is assured! You have the chance to claim the latest Nokia Phone, a 40GB iPod MP3 player, or a ?00 cash prize. To secure your prize, text ""COLLECT"" to 83355. This exclusive deal is provided by IBH Ltd in London. Message rates are standard at 150p per message received. Don't miss out!","It's a guaranteed win for you! You have the choice to receive the latest Nokia Phone, a 40GB iPod MP3 player, or a ?00 cash prize. All you need to do is text ""COLLECT"" to 83355. This special offer is made possible by IBH Ltd in London. Message charges are 150p per message received. Take action now!","We assure your success! You are entitled to win the latest Nokia Phone, a 40GB iPod MP3 player, or a ?00 cash prize. To secure your prize, send a text with the word ""COLLECT"" to 83355. This exclusive opportunity is offered by IBH Ltd in London. Message rates apply at 150p per message received. Act promptly!"
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,"Boltblue is offering tones at a cost of 150p each. You can reply with ""POLY#"" for polyphonic tones or ""MONO#"" for monophonic tones. For example, text ""POLY3"" to get the Cha Cha Slide tone or ""MONO8"" for Come With Me. To stop receiving offers, text ""MORE.""","Enjoy Boltblue's selection of tones, priced at 150p each. Reply with ""POLY#"" for polyphonic or ""MONO#"" for monophonic. For instance, text ""POLY3"" to get the Cha Cha Slide tone or ""MONO8"" for Come With Me. To discontinue, send ""MORE.""","Boltblue offers tones for 150p each. You have the choice of polyphonic (""POLY#"") or monophonic (""MONO#"") tones. For instance, text ""POLY3"" to acquire the Cha Cha Slide tone or ""MONO8"" for Come With Me. If you wish to stop, text ""MORE.""","Explore Boltblue's variety of tones, each priced at 150p. You can request polyphonic (""POLY#"") or monophonic (""MONO#"") tones. Try texting ""POLY3"" for the Cha Cha Slide tone or ""MONO8"" for Come With Me. To opt out, simply text ""MORE.""","Boltblue is offering tones at 150p each. You can choose between polyphonic (""POLY#"") or monophonic (""MONO#"") tones. For example, text ""POLY3"" for the Cha Cha Slide tone or ""MONO8"" for Come With Me. To end the offers, text ""MORE."""
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,"Your credits have been added to your account on http://www.bubbletext.com. Your renewal PIN is ""tgxxrz.""","We've topped up your credits for http://www.bubbletext.com. Keep your renewal PIN ""tgxxrz"" handy.","Good news! Your credits for http://www.bubbletext.com have been replenished. Your renewal PIN is ""tgxxrz.""","Your credits have been refreshed for http://www.bubbletext.com. Note that your renewal PIN is ""tgxxrz.""","You'll find your credits have been added to your account on http://www.bubbletext.com, and your renewal PIN is ""tgxxrz."""
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU","Urgent! You have been awarded a ?,000 Bonus Caller Prize on 02/09/03. This is our second attempt to contact you. Please call 0871-872-9755 and quote BOX95QU.","Your mobile number has won a ?,000 Bonus Caller Prize on 02/09/03. We are making a second attempt to reach you. Dial 0871-872-9755 and mention BOX95QU.","This is an urgent notification! Your Mobile Number was selected for a ?,000 Bonus Caller Prize on 02/09/03. We're trying to contact you for the second time. Call 0871-872-9755 and refer to BOX95QU.","Important! You've won a ?,000 Bonus Caller Prize for your Mobile Number on 02/09/03. This marks our second attempt to get in touch. Please ring 0871-872-9755 and provide the code BOX95QU.","Your Mobile Number has been chosen to receive a ?,000 Bonus Caller Prize on 02/09/03. This is our second effort to contact you. Call 0871-872-9755 and use the reference BOX95QU."
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X","Today's Exclusive Offer! Claim ?50 worth of discount vouchers by texting ""YES"" to 85023 now. SavaMob, your source for member offers via mobile! Terms and conditions at 08717898035. ?.00 subscription. For ages 16 and above. To unsubscribe, reply with ""X.""","Don't miss out on today's special deal! Text ""YES"" to 85023 and grab ?50 worth of discount vouchers. SavaMob offers member-exclusive deals via mobile! Refer to the terms and conditions at 08717898035. It's a ?.00 subscription for ages 16 and up. To stop receiving offers, reply with ""X.""","Here's a fantastic offer for you today! Text ""YES"" to 85023 to claim ?50 worth of discount vouchers. SavaMob provides exclusive member offers via mobile! Check out the terms and conditions at 08717898035. It's a ?.00 subscription for individuals aged 16 and above. To opt out, respond with ""X.""","Get ready for today's special promotion! Text ""YES"" to 85023 and unlock ?50 worth of discount vouchers. SavaMob is your source for member-exclusive offers on mobile! Refer to the terms and conditions at 08717898035. The subscription fee is ?.00 for those aged 16 and over. To unsubscribe, reply with ""X.""","Today's Offer is waiting for you! Text ""YES"" to 85023 and receive ?50 worth of discount vouchers. SavaMob delivers exclusive member offers through mobile! Find terms and conditions at 08717898035. There's a ?.00 subscription fee for ages 16 and up. To stop, simply reply with ""X."""
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,"Your tone will be delivered within the next 24 hours. To review the terms and conditions, please refer to Channel U Teletext Page 750.",You can expect to receive your tone within the next 24 hours. Check Channel U Teletext Page 750 for detailed terms and conditions.,"The tone you've requested will arrive in the next 24 hours. For terms and conditions, consult Channel U Teletext Page 750.","Within the next 24 hours, your requested tone will be delivered. You can find the terms and conditions on Channel U Teletext Page 750.",Your tone will reach you in the next 24 hours. Detailed terms and conditions are available on Channel U Teletext Page 750.
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,PRIVATE! Your 2003 account statement for 07815296484 shows 800 unredeemed S.I.M. points. Act now by calling 08718738001 with Identifier Code 41782 before it expires on 18/11/04.,"Your private 2003 account statement for 07815296484 reveals 800 unredeemed S.I.M. points. Don't miss out, call 08718738001 with Identifier Code 41782 before it expires on 18/11/04.",Attention! Your 2003 account statement for 07815296484 displays 800 un-redeemed S.I.M. points. Ensure to call 08718738001 with Identifier Code 41782 before it expires on 18/11/04.,Your account statement from 2003 for 07815296484 is private and showcases 800 unredeemed S.I.M. points. Take action by calling 08718738001 with Identifier Code 41782 before it expires on 18/11/04.,Private Notice: Your account statement from 2003 for 07815296484 indicates 800 un-redeemed S.I.M. points. Act promptly by calling 08718738001 with Identifier Code 41782 before it expires on 18/11/04.
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,"Visit www.Applausestore.com for a private monthly subscription at 50p per message, with a maximum of six messages per month. Terms and conditions apply; you must be at least 16 years old. To stop, send ""stop.""","It's a private monthly subscription at 50p per message from www.Applausestore.com, with a maximum of six messages per month. Ensure you meet the age requirement of at least 16 years. To discontinue, text ""stop.""","Get a private monthly subscription at 50p per message from www.Applausestore.com, with a maximum of six messages per month. To qualify, you must be at least 16 years old. To unsubscribe, send ""stop.""","Take advantage of a private monthly subscription at 50p per message from www.Applausestore.com, allowing a maximum of six messages per month. Please confirm your age as you must be at least 16 years old. If you wish to opt out, text ""stop.""","Join a private monthly subscription at 50p per message from www.Applausestore.com, with a limit of six messages per month. Ensure you're aged 16 or above. To discontinue, send ""stop."""
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,URGENT! We are making every effort to reach you. The draw from last weekend has confirmed that you've secured a guaranteed ?000 prize. Please dial 09064012160 with Claim Code K52. It's valid for the next 12 hours at a rate of 150ppm.,Important Alert! Your attention is needed. The results of last weekend's draw indicate that you are the winner of a guaranteed ?000 prize. Take action now by calling 09064012160 with Claim Code K52. This offer expires in 12 hours and costs 150ppm.,"GENT! We are trying to contact you urgently. According to the draw from last weekend, you have won a guaranteed ?000 prize. Please call 09064012160 with Claim Code K52 within the next 12 hours. The rate is 150ppm.",An important message for you! We are actively attempting to get in touch regarding your win. The results from last weekend's draw confirm that you've won a guaranteed ?000 prize. Call 09064012160 with Claim Code K52 within the next 12 hours at a rate of 150ppm.,"Last weekend's draw has revealed exciting news! You have won a guaranteed ?000 prize. To claim your prize, dial 09064012160 with Claim Code K52. Hurry, this offer is valid for the next 12 hours at a rate of 150ppm."
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327","You've been selected as a winner and have the choice to claim either ?000 in cash or a ?000 prize! To make your claim, please call 09050000327.","Congratulations! You are the recipient of ?000 in cash or a ?000 prize! To claim your reward, dial 09050000327.","Good news! Your mobile number has been chosen as a winner of ?000 in cash or a ?000 prize! To claim your prize, call 09050000327.","You have won ?000 in cash or a ?000 prize! To claim, please dial 09050000327.",Your lucky day! You've been awarded a prize of ?000 in cash or a ?000 prize! Call now to claim at 09050000327.
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.","Your mobile number has been selected as the winner of ?000! To claim, kindly return our call or contact the claims hotline at 09050005321.","Exciting news! Your mobile number has secured a ?000 prize! To claim your winnings, return our call or dial the claims hotline at 09050005321.","You are the lucky winner of ?000! To claim your prize, please return our call or ring the claims hotline at 09050005321.","Congratulations! Your mobile number has been chosen as the ?000 prize winner! To claim your reward, return our call or contact the claims hotline at 09050005321.","It's your lucky day! You've won ?000! To claim your prize, simply return our call or reach out to the claims hotline at 09050005321."
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,"We attempted to reach you regarding your response to our offer of 750 minutes, 150 texts, and a new video phone. Please call 08002988890 now or respond for free delivery tomorrow.","An important message about our offer: We tried to contact you regarding your interest in 750 minutes, 150 texts, and a new video phone. Call us at 08002988890 or respond for free delivery tomorrow.","Urgent Notice: We have been trying to get in touch regarding your response to our offer of 750 minutes, 150 texts, and a new video phone. Dial 08002988890 now or reply for free delivery tomorrow.","Important Update: We have attempted to contact you in reference to your reply about our offer, which includes 750 minutes, 150 texts, and a new video phone. Please call us at 08002988890 or reply for free delivery tomorrow.","Regarding our offer of 750 minutes, 150 texts, and a new video phone, we tried to reach you. Call 08002988890 now or respond for free delivery tomorrow."
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","For your chance to win a weekly shopping spree worth ?50, text SHOP to 80878. Visit www.txt-2-shop.com for terms and conditions. Customer care: 08715705022, ?.50 per week.","Don't miss your opportunity to win a ?50 weekly shopping spree! Text SHOP to 80878 now. Terms and conditions are available at www.txt-2-shop.com. Customer care: 08715705022, ?.50 per week.","Get ready to win a weekly shopping spree worth ?50! Simply text SHOP to 80878. Check out the terms and conditions at www.txt-2-shop.com. For customer care, call 08715705022. Cost: ?.50 per week.","Your chance to win a weekly shopping spree worth ?50 is here! Text SHOP to 80878 to participate. Visit www.txt-2-shop.com for terms and conditions. Reach customer care at 08715705022, cost: ?.50 per week.","Exciting news! You have the opportunity to win a weekly shopping spree valued at ?50. To enter, text SHOP to 80878. Please review the terms and conditions at www.txt-2-shop.com. For customer support, call 08715705022. Cost: ?.50 per week."
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,Congratulations! You've been exclusively chosen to receive a ?000 award! Act fast and call 08712402050 before the lines close. Cost: 10ppm. For ages 16 and above. Terms and conditions apply. AG Promo.,"You've been specially picked to receive a ?000 award! Please dial 08712402050 before the lines are closed. It costs 10ppm, and this offer is for individuals aged 16 and above. Terms and conditions apply. AG Promo.","Exciting news! You are the selected recipient of a ?000 award! Hurry, call 08712402050 before the lines shut down. Cost is 10ppm, and this offer is available to those aged 16 and over. Terms and conditions apply. AG Promo.","You have been specially selected to receive a ?000 award! Don't miss out, call 08712402050 before the lines close. The cost is 10ppm, and this offer is for individuals aged 16 and above. Terms and conditions apply. AG Promo.","An exclusive opportunity awaits you! You've been chosen to receive a ?000 award! Act quickly and dial 08712402050 before the lines are no longer available. The cost is 10ppm, and this offer is valid for those aged 16 and above. Terms and conditions apply. AG Promo."
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,PRIVATE! Your account statement for 2003 regarding 07753741225 indicates 800 unredeemed S. I. M. points. Please call 08715203677 with Identifier Code: 42478 before it expires on 24/10/04.,Important Update: Your 2003 account statement for 07753741225 displays 800 unclaimed S. I. M. points. Reach out now by calling 08715203677 with Identifier Code: 42478. This offer expires on 24/10/04.,Urgent Notice: Your account statement for 2003 concerning 07753741225 reveals 800 unutilized S. I. M. points. Take action immediately by calling 08715203677 with Identifier Code: 42478. The deadline is 24/10/04.,"Private Information: Your account statement for 2003, associated with 07753741225, discloses 800 unredeemed S. I. M. points. Don't delay; call 08715203677 with Identifier Code: 42478 before it expires on 24/10/04.",Confidential Alert: Your account statement from 2003 related to 07753741225 shows 800 unutilized S. I. M. points. Please contact us at 08715203677 with Identifier Code: 42478 before the deadline of 24/10/04.
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,You have received an important customer service announcement. Please call FREEPHONE 0800 542 0825 immediately!,Urgent Customer Service Update: A significant customer service announcement has been issued. Dial FREEPHONE 0800 542 0825 now!,Attention Required: An important customer service announcement is waiting for you. Call FREEPHONE 0800 542 0825 without delay!,Vital Customer Service Notification: A crucial customer service announcement is in place. Reach out by dialing FREEPHONE 0800 542 0825.,Immediate Action Required: You have an essential customer service announcement waiting for you. Call FREEPHONE 0800 542 0825 right away!
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,"Exclusive Invitation! Join us tomorrow, 28/5, for a special Zouk evening with Nichols from Paris at XCLUSIVE@CLUBSAISAI. Free roses for all ladies! For more information, contact 07946746291/07880867867.","You're Invited! Tomorrow, 28/5, don't miss our special Zouk soir�e with Nichols from Paris at XCLUSIVE@CLUBSAISAI. We're giving free roses to all the ladies! Details: 07946746291/07880867867.","Special Event Alert: You have an exclusive invitation for tomorrow, 28/5, to our Zouk event with Nichols from Paris at XCLUSIVE@CLUBSAISAI. All ladies receive free roses! For info, call 07946746291/07880867867.",Join Us Tomorrow! An exclusive Zouk night with Nichols from Paris awaits you on 28/5 at XCLUSIVE@CLUBSAISAI. We're offering free roses to all ladies! Contact us at 07946746291/07880867867.,"Exclusive Soir�e: Tomorrow, 28/5, you're invited to a special Zouk night with Nichols from Paris at XCLUSIVE@CLUBSAISAI. All ladies will receive complimentary roses! For more information, call 07946746291/07880867867."
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,"Get ready! Euro 2004 is only 22 days away! Stay updated with the latest news and results daily. To stop receiving updates, send GET TXT STOP to 83222.","Countdown to Euro 2004: Just 22 days left! You will receive daily updates with the latest news and results. To unsubscribe, send GET TXT STOP to 83222.","Euro 2004 Countdown: Only 22 days to go! You'll stay informed with daily updates on the latest news and results. To opt out, text GET TXT STOP to 83222.","Euro 2004 Is Approaching: It's only 22 days away! Receive daily updates on the latest news and results. To discontinue, text GET TXT STOP to 83222.","Euro 2004 News: The countdown begins�only 22 days left! You'll get daily updates on the latest news and results. To halt updates, text GET TXT STOP to 83222."
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,"Explore TEXTBUDDY and engage in conversations with local guys for just 25p! Receiving messages is free. Search by postcode at gaytextbuddy.com. To begin, text ONE followed by your name to 89693.",Connect with like-minded men in your area through TEXTBUDDY at the affordable rate of 25p per message. Receiving messages is complimentary. Find matches by entering your postcode at gaytextbuddy.com. Start chatting by texting ONE along with your name to 89693.,"Discover TEXTBUDDY and chat with guys in your vicinity for only 25p. Receiving messages won't cost you a thing. Search by postcode on gaytextbuddy.com. To initiate a chat, send a text with ONE and your name to 89693.","Uncover the world of TEXTBUDDY and communicate with local gentlemen for just 25p per message. Receiving messages is free of charge. Locate potential matches by searching using your postcode at gaytextbuddy.com. To get in touch, send a text with ONE followed by your name to 89693.",Delve into TEXTBUDDY and start conversations with interesting guys in your area for a mere 25p. There's no cost for receiving messages. Find suitable matches by searching your postcode at gaytextbuddy.com. Begin chatting by texting ONE and your name to 89693.
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,"Attention Vodafone customers! Numbers ending in 4882 have been selected to receive a ?50 award. If your number matches, call 09064019014 to claim your ?50 prize.","Exciting news for Vodafone users! If your Vodafone number ends in 4882, you've been chosen to receive an amazing ?50 award. Confirm your eligibility by dialing 09064019014.","Vodafone customers, take note! Numbers that conclude with 4882 are eligible for a ?50 award. If your number is a match, call 09064019014 to redeem your ?50 reward.","Calling all Vodafone users! If the last digits of your Vodafone number are 4882, you've won a fantastic ?50 award. Verify your eligibility by dialing 09064019014.","Great news for Vodafone customers! Numbers ending with 4882 have been specially chosen to receive a ?50 award. To claim your prize, dial 09064019014."
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.","Dear Voucher Holder, to avail of this week's exclusive offer, please visit http://www.e-tlp.co.uk/expressoffer on your computer. Terms and conditions apply. To stop receiving texts, send STOP to 80062.","Hello Voucher Holder! To access this week's special offer, go to http://www.e-tlp.co.uk/expressoffer from your PC. Be sure to review the terms and conditions. To opt out of receiving text messages, send STOP to 80062.","Attention Voucher Holder! You can claim this week's exclusive offer by visiting http://www.e-tlp.co.uk/expressoffer on your computer. Take a moment to read through the terms and conditions. If you wish to stop receiving texts, simply send STOP to 80062.","Greetings, Voucher Holder! To take advantage of this week's unique offer, navigate to http://www.e-tlp.co.uk/expressoffer from your PC. Make sure to familiarize yourself with the terms and conditions. If you prefer not to receive further texts, send STOP to 80062.","Voucher Holder, we have an exclusive offer for you this week. Head over to http://www.e-tlp.co.uk/expressoffer on your computer to claim. Please review the terms and conditions. To discontinue text messages, send STOP to 80062."
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,PRIVATE! Your 2003 Account Statement reveals 800 unredeemed S. I. M. points. Act now by calling 08715203694 with Identifier Code: 40533 before they expire on 31/10/04.,Urgent Update: Your 2003 Account Statement indicates 800 unclaimed S. I. M. points. Take action today and call 08715203694 with Identifier Code: 40533. This opportunity expires on 31/10/04.,Important Notice: Your 2003 Account Statement displays 800 unused S. I. M. points. Don't miss out�call 08715203694 with Identifier Code: 40533 before they lapse on 31/10/04.,Private Alert: Your 2003 Account Statement discloses 800 unutilized S. I. M. points. It's essential to respond promptly by dialing 08715203694 with Identifier Code: 40533 before the expiry date of 31/10/04.,Immediate Attention Required: Your 2003 Account Statement exhibits 800 unredeemed S. I. M. points. Don't delay�call 08715203694 with Identifier Code: 40533 to make use of them before they expire on 31/10/04.
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm","You've been exclusively chosen to receive a ?,000 award! Call 08712402050 before the lines close. The cost is 10ppm. Open to ages 16 and above. Terms and conditions apply. AG Promo.","Private Alert: Your 2003 Account Statement shows 800 unclaimed S. I. M. points. To redeem them, call 08715203677 with Identifier Code: 42478 before the expiration date of 24/10/04.",Urgent Notification: Your 2003 Account Statement indicates 800 unredeemed S. I. M. points. It's crucial to take action now by calling FREEPHONE 0800 542 0825!,"Exclusive Event: Join us at CLUBSAISAI tomorrow, 28/5, for a special ZOUK night with NICHOLS from PARIS. All ladies will receive FREE ROSES! For more info, call 07946746291/07880867867.","Countdown to Euro 2004: Only 22 days left! Stay updated with the latest news and results daily. To unsubscribe, send GET TXT STOP to 83222."
spam,88800 and 89034 are premium phone services call 08718711108,"Please be aware that 88800 and 89034 are premium phone services. For inquiries, please call 08718711108.","Notification: 88800 and 89034 are premium phone services. If you have questions, don't hesitate to contact us at 08718711108.","Important Notice: Premium phone services are provided at 88800 and 89034. If you need assistance, feel free to reach out to us at 08718711108.","Reminder: 88800 and 89034 offer premium phone services. If you require support, please get in touch with us at 08718711108.","Premium Phone Services Alert: 88800 and 89034 are available for premium phone services. Should you have any concerns, don't hesitate to call us at 08718711108."
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468","SMS Alert from ""ac sun0819"": Received message ""HELLO: You seem cool, wanted to say hi. HI!!!"" Would you like to stop receiving messages? Send STOP to 62468.","Notification: Message from ""ac sun0819"" states ""HELLO: You seem cool, wanted to say hi. HI!!!"" Would you like to unsubscribe? Reply with STOP to 62468.","SMS Alert: ""ac sun0819"" sent a message saying ""HELLO: You seem cool, wanted to say hi. HI!!!"" If you wish to stop these messages, simply send STOP to 62468.","Important: You've received an SMS from ""ac sun0819"" saying ""HELLO: You seem cool, wanted to say hi. HI!!!"" To opt out, reply with STOP to 62468.","SMS Message: Message received from ""ac sun0819"" with content ""HELLO: You seem cool, wanted to say hi. HI!!!"" To unsubscribe, respond with STOP to 62468."
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,"Get your first RINGTONE for FREE right away! Respond to this message with TONE. Enjoy an amazing selection of the top 20 tones delivered to your phone every week for just ?.50 per week. To opt out, send STOP to 08452810071. (Note: You must be 16 or older to subscribe.)","Claim your initial RINGTONE for FREE now! Reply to this message using TONE. Access an incredible collection of the top 20 tones delivered to your phone weekly for only ?.50 per week. If you wish to unsubscribe, send STOP to 08452810071. (Please note that you must be 16 or older to subscribe.)","It's time to grab your first FREE RINGTONE! Simply reply to this message with TONE. Enjoy a fantastic lineup of the top 20 tones sent to your phone every week for just ?.50 per week. To discontinue, send STOP to 08452810071. (Please note: You must be 16 or older to subscribe.)","Don't miss out on your FREE RINGTONE! Respond to this message with TONE. Access an incredible selection of the top 20 tones delivered to your phone every week for just ?.50 per week. If you want to stop receiving these tones, send STOP to 08452810071. (Note: Subscribers must be 16 or older.)","Your opportunity to get the first RINGTONE for FREE is here! Reply to this message using TONE. Enjoy a fantastic collection of the top 20 tones sent to your phone weekly for only ?.50 per week. To unsubscribe, send STOP to 08452810071. (Please be aware that you must be 16 or older to subscribe.)"
